O*NET-SOC Code	Title	Version Year	Year	Period	Reading Comprehension - Level	Active Listening - Level	Writing - Level	Speaking - Level	Mathematical Reasoning - Level	Science - Level	Critical Thinking - Level	Active Learning - Level	Learning Strategies - Level	Monitoring - Level	Social Perceptiveness - Level	Coordination - Level	Persuasion - Level	Negotiation - Level	Instructing - Level	Service Orientation - Level	Complex Problem Solving - Level	Operations Analysis - Level	Technology Design - Level	Installation - Level	Programming - Level	Operations Monitoring - Level	Operation and Control - Level	Equipment Maintenance - Level	Troubleshooting - Level	Repairing - Level	Quality Control Analysis - Level	Judgment and Decision Making - Level	Systems Analysis - Level	Systems Evaluation - Level	Time Management - Level	Management of Financial Resources - Level	Management of Material Resources - Level	Management of Personnel Resources - Level	Equipment Selection - Level
11-9051.00	Food Service Managers	2017	2017	2017	1.04337347425361	0.947564234274177	0.644168307672636	1.04337347425361	0.452549827713768	-0.952652358651263	1.14716681756466	1.14716681756466	0.74796165098369	1.25096016087572	1.14716681756466	1.14716681756466	0.644168307672636	0.947564234274177	0.851754994294743	1.04337347425361	0.548359067693202	0.0533446611327935	-1.54347600519111	-1.84687193179265	-1.35185752523224	-0.0504486821782599	-0.449653848759235	-0.952652358651263	-0.649256432049722	-1.14427083861013	-0.0504486821782599	0.452549827713768	0.244963141091662	0.149153901112228	1.14716681756466	0.548359067693202	0.548359067693202	1.14716681756466	-1.14427083861013
11-9071.00	Gaming Managers	2017	2016	2014	1.34676940085515	1.25096016087572	1.14716681756466	1.34676940085515	0.644168307672636	-1.24806418192118	1.34676940085515	1.04337347425361	1.04337347425361	1.44257864083459	1.14716681756466	1.44257864083459	1.14716681756466	0.947564234274177	1.14716681756466	1.14716681756466	0.74796165098369	-0.250051265468747	-1.54347600519111	-1.84687193179265	-1.35185752523224	-0.553447192070288	-1.75106269181321	-1.84687193179265	-1.24806418192118	-1.84687193179265	0.0533446611327935	1.25096016087572	0.644168307672636	0.851754994294743	1.34676940085515	0.548359067693202	-0.0504486821782599	1.25096016087572	-1.84687193179265
11-9081.00	Lodging Managers	2017	2017	2017	1.25096016087572	1.34676940085515	1.34676940085515	1.34676940085515	0.452549827713768	-1.84687193179265	1.25096016087572	1.25096016087572	1.04337347425361	1.14716681756466	1.25096016087572	1.14716681756466	1.34676940085515	1.34676940085515	1.14716681756466	1.44257864083459	0.74796165098369	-1.0484615986307	-1.0484615986307	-1.84687193179265	-1.14427083861013	-0.154242025489313	-0.250051265468747	-1.24806418192118	-0.649256432049722	-1.24806418192118	0.0533446611327935	1.14716681756466	0.548359067693202	0.947564234274177	1.25096016087572	0.947564234274177	1.04337347425361	1.34676940085515	-1.24806418192118
11-9111.00	Medical and Health Services Managers	2017	2016	2016	1.44257864083459	1.34676940085515	1.34676940085515	1.34676940085515	0.452549827713768	0.644168307672636	1.34676940085515	1.34676940085515	1.14716681756466	1.34676940085515	1.34676940085515	1.54637198414564	0.947564234274177	0.851754994294743	0.947564234274177	0.947564234274177	0.851754994294743	1.25096016087572	-0.952652358651263	-1.84687193179265	-1.0484615986307	-0.553447192070288	-1.84687193179265	-1.84687193179265	-1.64726934850216	-1.84687193179265	-0.745065672029156	1.34676940085515	0.74796165098369	0.947564234274177	1.34676940085515	1.34676940085515	1.04337347425361	1.25096016087572	-1.84687193179265
11-9121.00	Natural Sciences Managers	2017	2016	2014	2.1451797340171	1.94557715072661	1.74597456743613	1.65016532745669	1.54637198414564	1.94557715072661	1.65016532745669	2.04937049403767	1.04337347425361	1.65016532745669	1.25096016087572	1.34676940085515	1.04337347425361	0.74796165098369	1.25096016087572	0.548359067693202	1.54637198414564	1.54637198414564	0.74796165098369	-1.84687193179265	-0.553447192070288	-0.649256432049722	-0.84885901534021	-1.84687193179265	-1.35185752523224	-1.84687193179265	-0.250051265468747	1.34676940085515	1.25096016087572	1.25096016087572	1.65016532745669	1.14716681756466	0.348756484402715	1.84178380741556	-1.75106269181321
11-9131.00	Postmasters and Mail Superintendents	2017	2016	2016	1.25096016087572	0.851754994294743	1.14716681756466	1.34676940085515	0.149153901112228	-1.44766676521167	1.25096016087572	0.644168307672636	0.74796165098369	1.04337347425361	0.947564234274177	0.947564234274177	0.947564234274177	0.74796165098369	0.74796165098369	0.644168307672636	0.644168307672636	-0.154242025489313	-0.952652358651263	-1.84687193179265	-1.14427083861013	-0.0504486821782599	-0.84885901534021	-1.84687193179265	-0.649256432049722	-1.84687193179265	-0.345860505448181	0.644168307672636	0.548359067693202	0.548359067693202	1.25096016087572	0.348756484402715	0.348756484402715	0.947564234274177	-1.84687193179265
11-9141.00	Property, Real Estate, and Community Association Managers	2017	2016	2013	1.34676940085515	1.25096016087572	1.25096016087572	1.34676940085515	0.348756484402715	-1.44766676521167	1.34676940085515	0.851754994294743	0.548359067693202	0.851754994294743	0.851754994294743	1.14716681756466	0.947564234274177	1.14716681756466	0.644168307672636	0.644168307672636	0.644168307672636	0.149153901112228	-1.64726934850216	-1.84687193179265	-1.44766676521167	-1.0484615986307	-1.35185752523224	-1.75106269181321	-1.24806418192118	-1.84687193179265	-0.250051265468747	0.947564234274177	-0.0504486821782599	0.0533446611327935	1.04337347425361	0.644168307672636	0.348756484402715	0.851754994294743	-1.64726934850216
11-9151.00	Social and Community Service Managers	2017	2016	2010	1.65016532745669	1.74597456743613	1.65016532745669	1.65016532745669	0.947564234274177	0.452549827713768	1.54637198414564	1.44257864083459	1.44257864083459	1.74597456743613	1.94557715072661	1.65016532745669	1.25096016087572	1.14716681756466	1.34676940085515	1.44257864083459	1.34676940085515	1.04337347425361	-1.14427083861013	-1.84687193179265	-0.84885901534021	NA	-0.553447192070288	-1.84687193179265	-1.84687193179265	-1.84687193179265	NA	1.54637198414564	1.34676940085515	1.54637198414564	1.65016532745669	1.44257864083459	0.74796165098369	1.74597456743613	-1.84687193179265
11-9161.00	Emergency Management Directors	2017	2017	2017	1.54637198414564	1.34676940085515	1.54637198414564	1.54637198414564	0.644168307672636	-0.553447192070288	1.65016532745669	1.65016532745669	1.25096016087572	1.65016532745669	1.25096016087572	2.04937049403767	1.25096016087572	0.947564234274177	1.14716681756466	2.1451797340171	2.34478231730759	0.74796165098369	-1.35185752523224	-1.84687193179265	-1.35185752523224	-0.345860505448181	-0.553447192070288	-1.84687193179265	-1.0484615986307	-1.84687193179265	0.244963141091662	1.54637198414564	1.44257864083459	1.34676940085515	1.25096016087572	0.348756484402715	0.452549827713768	1.04337347425361	-1.84687193179265
13-1011.00	Agents and Business Managers of Artists, Performers, and Athletes	2017	2016	2010	1.25096016087572	1.14716681756466	0.947564234274177	1.25096016087572	-0.250051265468747	-1.44766676521167	1.14716681756466	0.644168307672636	0.348756484402715	0.947564234274177	0.74796165098369	0.947564234274177	1.44257864083459	1.34676940085515	0.348756484402715	0.947564234274177	0.452549827713768	NA	-1.44766676521167	-1.84687193179265	-1.35185752523224	-1.14427083861013	-1.14427083861013	-1.84687193179265	-1.84687193179265	-1.84687193179265	-1.84687193179265	1.14716681756466	0.0533446611327935	0.0533446611327935	0.851754994294743	-0.250051265468747	-0.649256432049722	0.548359067693202	-1.84687193179265
13-1032.00	Insurance Appraisers, Auto Damage	2017	2016	2016	1.04337347425361	1.25096016087572	0.74796165098369	1.14716681756466	0.348756484402715	-1.64726934850216	1.14716681756466	0.548359067693202	-0.649256432049722	0.452549827713768	0.548359067693202	0.452549827713768	0.452549827713768	0.452549827713768	-0.250051265468747	0.548359067693202	0.452549827713768	-0.745065672029156	-1.44766676521167	-1.84687193179265	-1.44766676521167	-0.0504486821782599	-0.250051265468747	-1.24806418192118	-0.649256432049722	-1.14427083861013	-0.0504486821782599	0.644168307672636	-0.154242025489313	0.0533446611327935	0.548359067693202	-0.553447192070288	-1.14427083861013	-0.154242025489313	-1.35185752523224
13-1051.00	Cost Estimators	2017	2016	2016	1.44257864083459	1.44257864083459	1.14716681756466	1.14716681756466	1.54637198414564	-1.35185752523224	1.54637198414564	1.25096016087572	0.548359067693202	1.04337347425361	0.548359067693202	0.74796165098369	1.14716681756466	0.851754994294743	0.452549827713768	0.348756484402715	1.04337347425361	0.0533446611327935	-1.14427083861013	-1.84687193179265	-0.553447192070288	-0.745065672029156	-1.75106269181321	-1.84687193179265	-1.84687193179265	-1.84687193179265	-1.35185752523224	1.14716681756466	1.04337347425361	0.74796165098369	0.548359067693202	1.25096016087572	0.74796165098369	0.149153901112228	-1.84687193179265
13-1071.00	Human Resources Specialists	2017	2016	2012	1.44257864083459	1.44257864083459	1.25096016087572	1.34676940085515	-0.0504486821782599	-1.64726934850216	1.34676940085515	0.74796165098369	0.644168307672636	1.14716681756466	1.25096016087572	1.04337347425361	0.644168307672636	0.644168307672636	0.644168307672636	0.851754994294743	0.644168307672636	-1.35185752523224	-1.35185752523224	-1.84687193179265	-1.14427083861013	-1.24806418192118	-1.54347600519111	-1.84687193179265	-1.84687193179265	-1.84687193179265	NA	0.74796165098369	0.348756484402715	0.452549827713768	0.548359067693202	-1.24806418192118	-0.84885901534021	0.548359067693202	-1.75106269181321
13-1074.00	Farm Labor Contractors	2017	2016	2010	0.452549827713768	0.644168307672636	0.348756484402715	0.851754994294743	-0.154242025489313	-1.54347600519111	0.74796165098369	0.0533446611327935	-0.154242025489313	0.244963141091662	0.548359067693202	0.851754994294743	0.452549827713768	0.548359067693202	0.452549827713768	0.244963141091662	0.348756484402715	-1.44766676521167	-1.84687193179265	-1.84687193179265	-1.44766676521167	0.0533446611327935	0.0533446611327935	-1.84687193179265	-0.952652358651263	-1.84687193179265	-0.745065672029156	0.348756484402715	-0.250051265468747	-0.553447192070288	0.851754994294743	-0.345860505448181	-0.553447192070288	0.851754994294743	-1.64726934850216
13-1075.00	Labor Relations Specialists	2017	2016	2015	1.44257864083459	1.54637198414564	1.54637198414564	1.74597456743613	0.348756484402715	-1.84687193179265	1.34676940085515	1.25096016087572	0.851754994294743	1.14716681756466	1.25096016087572	1.04337347425361	1.54637198414564	1.54637198414564	0.74796165098369	1.04337347425361	1.04337347425361	NA	NA	-1.84687193179265	-1.44766676521167	-0.745065672029156	-1.14427083861013	-1.84687193179265	-1.84687193179265	-1.84687193179265	-1.35185752523224	1.25096016087572	0.947564234274177	0.851754994294743	0.947564234274177	-0.0504486821782599	-0.250051265468747	NA	-1.84687193179265
13-1081.00	Logisticians	2017	2016	2016	1.44257864083459	1.44257864083459	1.14716681756466	1.34676940085515	0.851754994294743	-1.14427083861013	1.44257864083459	0.947564234274177	0.947564234274177	1.84178380741556	1.04337347425361	1.54637198414564	1.04337347425361	0.947564234274177	0.548359067693202	0.851754994294743	1.25096016087572	1.34676940085515	-1.24806418192118	-1.84687193179265	-0.449653848759235	-0.553447192070288	-1.75106269181321	-1.84687193179265	-1.84687193179265	-1.84687193179265	-0.0504486821782599	1.34676940085515	1.25096016087572	1.25096016087572	1.14716681756466	-0.0504486821782599	0.244963141091662	1.14716681756466	-1.84687193179265
13-1111.00	Management Analysts	2017	2016	2016	1.44257864083459	1.44257864083459	1.34676940085515	1.34676940085515	0.74796165098369	-0.345860505448181	1.44257864083459	1.14716681756466	0.947564234274177	1.34676940085515	1.14716681756466	1.04337347425361	0.947564234274177	0.548359067693202	0.851754994294743	0.548359067693202	1.34676940085515	1.44257864083459	-1.35185752523224	-1.84687193179265	-1.14427083861013	-1.35185752523224	-1.84687193179265	-1.84687193179265	-1.64726934850216	-1.84687193179265	-1.35185752523224	1.44257864083459	1.34676940085515	1.34676940085515	0.644168307672636	-1.0484615986307	-0.345860505448181	0.548359067693202	-1.64726934850216
13-1121.00	Meeting, Convention, and Event Planners	2017	2016	2016	1.34676940085515	1.34676940085515	1.04337347425361	1.34676940085515	0.149153901112228	-1.64726934850216	1.25096016087572	0.644168307672636	0.452549827713768	1.14716681756466	1.14716681756466	1.34676940085515	0.947564234274177	1.04337347425361	0.644168307672636	1.25096016087572	0.947564234274177	0.244963141091662	-1.24806418192118	-1.84687193179265	-1.54347600519111	-0.553447192070288	-0.449653848759235	-1.35185752523224	-1.24806418192118	-1.24806418192118	-0.553447192070288	0.851754994294743	0.644168307672636	0.851754994294743	1.14716681756466	0.644168307672636	0.452549827713768	0.851754994294743	-1.14427083861013
13-1131.00	Fundraisers	2017	2016	2014	1.44257864083459	1.25096016087572	1.44257864083459	1.65016532745669	0.244963141091662	-1.64726934850216	1.25096016087572	0.74796165098369	0.348756484402715	1.04337347425361	1.34676940085515	1.54637198414564	1.65016532745669	1.04337347425361	0.452549827713768	0.851754994294743	0.74796165098369	NA	-1.14427083861013	-1.84687193179265	-1.0484615986307	-0.745065672029156	-0.952652358651263	-1.84687193179265	-1.84687193179265	-1.84687193179265	-0.952652358651263	0.947564234274177	0.244963141091662	0.548359067693202	1.04337347425361	0.452549827713768	0.149153901112228	0.74796165098369	-1.54347600519111
13-1141.00	Compensation, Benefits, and Job Analysis Specialists	2017	2017	2017	1.44257864083459	1.34676940085515	1.25096016087572	1.34676940085515	0.851754994294743	-0.0504486821782599	1.34676940085515	1.04337347425361	0.947564234274177	1.04337347425361	1.14716681756466	0.644168307672636	0.947564234274177	0.644168307672636	0.644168307672636	0.548359067693202	1.14716681756466	0.644168307672636	-1.0484615986307	-1.84687193179265	-0.649256432049722	-0.84885901534021	-1.84687193179265	-1.84687193179265	-1.84687193179265	-1.84687193179265	-1.35185752523224	1.14716681756466	1.04337347425361	0.947564234274177	0.644168307672636	-0.449653848759235	-0.449653848759235	0.548359067693202	-1.84687193179265
13-1151.00	Training and Development Specialists	2017	2016	2014	1.54637198414564	1.44257864083459	1.54637198414564	1.54637198414564	0.244963141091662	-0.250051265468747	1.34676940085515	1.14716681756466	2.04937049403767	1.54637198414564	1.44257864083459	1.34676940085515	0.74796165098369	0.851754994294743	1.54637198414564	1.25096016087572	0.644168307672636	1.25096016087572	-1.24806418192118	-1.84687193179265	-1.54347600519111	-1.14427083861013	-1.84687193179265	-1.84687193179265	-1.84687193179265	-1.84687193179265	NA	1.25096016087572	0.74796165098369	0.947564234274177	1.14716681756466	0.348756484402715	-0.0504486821782599	0.74796165098369	-1.75106269181321
13-1161.00	Market Research Analysts and Marketing Specialists	2017	2016	2010	1.84178380741556	1.34676940085515	1.44257864083459	1.25096016087572	0.851754994294743	0.149153901112228	1.25096016087572	1.25096016087572	0.74796165098369	1.04337347425361	0.851754994294743	0.851754994294743	0.851754994294743	0.348756484402715	0.644168307672636	0.244963141091662	1.04337347425361	0.74796165098369	-0.952652358651263	-1.84687193179265	NA	-0.553447192070288	-1.44766676521167	-1.84687193179265	-1.84687193179265	-1.84687193179265	-0.84885901534021	1.34676940085515	1.25096016087572	1.14716681756466	0.947564234274177	-0.0504486821782599	-0.345860505448181	0.644168307672636	-1.84687193179265
13-2031.00	Budget Analysts	2017	2016	2016	1.34676940085515	1.34676940085515	1.14716681756466	0.851754994294743	0.947564234274177	-1.64726934850216	1.25096016087572	0.851754994294743	0.348756484402715	0.851754994294743	0.548359067693202	0.548359067693202	0.452549827713768	0.348756484402715	0.452549827713768	0.348756484402715	0.947564234274177	0.548359067693202	-1.14427083861013	-1.84687193179265	-0.952652358651263	-1.0484615986307	-1.84687193179265	-1.84687193179265	-1.84687193179265	-1.84687193179265	-1.44766676521167	1.04337347425361	0.947564234274177	0.548359067693202	0.548359067693202	1.14716681756466	-0.250051265468747	0.348756484402715	-1.84687193179265
13-2041.00	Credit Analysts	2017	2016	2010	1.44257864083459	1.44257864083459	1.25096016087572	1.34676940085515	1.34676940085515	-1.0484615986307	1.65016532745669	1.25096016087572	0.244963141091662	0.74796165098369	0.348756484402715	0.244963141091662	0.644168307672636	0.644168307672636	0.244963141091662	0.644168307672636	0.851754994294743	0.348756484402715	-1.84687193179265	-1.84687193179265	NA	-0.649256432049722	-1.24806418192118	-1.84687193179265	-1.84687193179265	-1.84687193179265	-1.24806418192118	1.25096016087572	0.74796165098369	0.947564234274177	0.548359067693202	-0.0504486821782599	-0.952652358651263	-0.250051265468747	-1.84687193179265
13-2052.00	Personal Financial Advisors	2017	2016	2012	1.54637198414564	1.34676940085515	1.25096016087572	1.44257864083459	1.14716681756466	-1.44766676521167	1.34676940085515	0.851754994294743	0.244963141091662	1.34676940085515	0.851754994294743	0.452549827713768	1.04337347425361	0.452549827713768	0.644168307672636	1.14716681756466	0.947564234274177	0.644168307672636	-1.35185752523224	-1.84687193179265	-1.14427083861013	-1.24806418192118	-1.84687193179265	-1.84687193179265	-1.84687193179265	-1.84687193179265	-1.14427083861013	1.14716681756466	0.851754994294743	0.851754994294743	0.452549827713768	0.74796165098369	-1.14427083861013	-0.250051265468747	-1.84687193179265
